cellline_id,drug_id,ic50_value,cancer_type_id
NCI-H2029,YM201636,2.785872,1
NCI-H209,YM201636,2.396118,1
NCI-H2141,YM201636,4.233669,1
NCI-H2171,YM201636,2.341931,1
NCI-H2227,YM201636,1.053565,1
NCI-H345,YM201636,4.567372,1
NCI-H446,YM201636,-0.482226,1
NCI-H526,YM201636,1.536602,1
NCI-H64,YM201636,0.953683,1
NCI-H69,YM201636,4.367659,1
NCI-H82,YM201636,2.333901,1
NCI-H2052,YM201636,3.493416,3
SK-N-DZ,YM201636,3.123097,3
SK-N-FI,YM201636,4.096252,3
VA-ES-BJ,YM201636,3.08854,3
LU-139,YM201636,1.705202,1
SBC-5,YM201636,1.682872,1
SBC-1,YM201636,1.626866,1
LU-135,YM201636,1.251432,1
SK-N-SH,YM201636,1.084419,3
NCI-H2030,YM201636,0.883773,1
NCI-H2122,YM201636,2.462392,1
NCI-H1734,YM201636,2.99492,1
NCI-H650,YM201636,2.946491,1
T-24,YM201636,3.339007,3
SK-N-AS,YM201636,2.690059,3
NCI-H1299,YM201636,3.506919,1
NCI-H2087,YM201636,2.679462,1
UM-UC-3,YM201636,0.670877,3
SW756,YM201636,4.832536,3
NCI-H727,YM201636,3.167851,1
Calu-6,YM201636,2.6722,1
LU-65,YM201636,1.727295,1
NCI-H1355,YM201636,4.185857,1
NCI-H1792,YM201636,1.928197,1
HPAF-II,YM201636,3.471287,2
MIA-PaCa-2,YM201636,3.915122,2
SHP-77,YM201636,1.965346,1
NCI-H2009,YM201636,2.790362,1
NCI-H2291,YM201636,5.419828,1
SW1573,YM201636,4.346631,1
SW900,YM201636,3.876413,1
TE-5,YM201636,3.437564,0
HCC1954,YM201636,3.872348,1
HCC1143,YM201636,2.557331,1
HCC1187,YM201636,2.065529,1
HCC1395,YM201636,2.224202,1
HCC1599,YM201636,1.264569,1
HCC1937,YM201636,1.034018,1
HCC2157,YM201636,4.481416,1
HCC2218,YM201636,1.803679,1
HCC38,YM201636,1.885397,1
BB30-HNC,YM201636,2.065728,3
BB49-HNC,YM201636,2.072029,3
BB65-RCC,YM201636,3.35417,2
BEN,YM201636,2.726447,1
BHY,YM201636,2.001751,3
Ca9-22,YM201636,2.03676,3
CADO-ES1,YM201636,1.742097,3
CAL-12T,YM201636,1.717741,1
CAL-33,YM201636,2.645544,3
CP50-MEL-B,YM201636,1.142631,3
CP66-MEL,YM201636,1.896225,3
CPC-N,YM201636,1.960841,1
CTV-1,YM201636,0.475368,3
D-542MG,YM201636,4.378641,3
DMS-79,YM201636,3.017715,1
DSH1,YM201636,1.909994,3
EBC-1,YM201636,2.369301,1
EC-GI-10,YM201636,3.146192,0
EPLC-272H,YM201636,2.227941,1
HA7-RCC,YM201636,0.796675,2
HCE-4,YM201636,3.803668,0
HO-1-u-1,YM201636,1.975744,3
HSC-2,YM201636,3.559559,3
IST-SL1,YM201636,0.832139,1
J82,YM201636,2.815559,3
KOSC-2,YM201636,3.014199,3
KP-4,YM201636,3.937399,2
KYSE-140,YM201636,1.764117,0
KYSE-410,YM201636,3.06765,0
KYSE-520,YM201636,3.499267,0
KYSE-70,YM201636,3.240146,0
LB1047-RCC,YM201636,1.916123,2
LB2241-RCC,YM201636,2.968063,2
LB2518-MEL,YM201636,2.944261,3
LB373-MEL-D,YM201636,1.727101,3
LB771-HNC,YM201636,2.569101,3
LB831-BLC,YM201636,3.138243,3
LB996-RCC,YM201636,3.240187,2
LCLC-103H,YM201636,1.890386,1
LU-134-A,YM201636,2.430983,1
LU-165,YM201636,0.636907,1
LXF-289,YM201636,2.944861,1
MS-1,YM201636,1.540862,1
MZ1-PC,YM201636,1.822953,2
MZ7-mel,YM201636,1.247011,3
NCI-H1304,YM201636,4.631475,1
NCI-H1563,YM201636,0.844192,1
NCI-H292,YM201636,1.024758,1
NCI-H510A,YM201636,3.442393,1
PC-14,YM201636,1.786861,1
SBC-3,YM201636,1.49416,1
SK-MM-2,YM201636,1.080539,3
TE-15,YM201636,2.085934,0
BE2-M17,YM201636,4.1477,3
KELLY,YM201636,0.670302,3
SIMA,YM201636,1.428799,3
TE-1,YM201636,4.407694,0
TE-10,YM201636,2.103078,0
TE-8,YM201636,2.493885,0
CAPAN-1,YM201636,3.78681,2
OVCAR-3,YM201636,4.571876,1
PC-3,YM201636,2.001114,1
DU-145,YM201636,3.178144,1
HCT-116,YM201636,2.487941,0
HCT-15,YM201636,2.364084,0
HL-60,YM201636,1.998954,3
HT-29,YM201636,2.655965,0
K-562,YM201636,1.841735,3
NCI-H226,YM201636,2.419924,1
NCI-H23,YM201636,2.649521,1
NCI-H460,YM201636,1.784151,1
NCI-H522,YM201636,1.662201,1
T47D,YM201636,1.626638,1
MCF7,YM201636,4.373276,1
786-0,YM201636,0.9882,2
A498,YM201636,5.030555,2
ACHN,YM201636,1.947999,2
CCRF-CEM,YM201636,0.88835,3
SK-MEL-28,YM201636,1.898612,3
SK-MEL-2,YM201636,3.052278,3
SK-MEL-5,YM201636,4.848227,3
Hs-578-T,YM201636,3.492887,1
MOLT-4,YM201636,1.110653,3
SK-OV-3,YM201636,2.52469,1
MDA-MB-231,YM201636,4.45209,1
COLO-205,YM201636,2.80725,0
SW620,YM201636,2.506663,0
CAKI-1,YM201636,2.78019,2
RPMI-8226,YM201636,2.000333,3
SR,YM201636,0.99437,3
NCI-H322M,YM201636,3.690353,1
OVCAR-5,YM201636,3.814026,1
EKVX,YM201636,5.740144,1
HCC2998,YM201636,3.027557,0
HOP-62,YM201636,1.231173,1
HOP-92,YM201636,4.697356,1
LOXIMVI,YM201636,2.669643,3
M14,YM201636,1.026802,3
UACC-62,YM201636,3.88163,3
UACC-257,YM201636,1.533537,3
RXF393,YM201636,1.983042,2
SN12C,YM201636,4.645674,2
TK10,YM201636,4.28538,2
U031,YM201636,1.791269,2
SNB75,YM201636,5.29366,3
U251,YM201636,2.198011,3
SF539,YM201636,2.518976,3
SF295,YM201636,3.305737,3
SF268,YM201636,2.286576,3
KM12,YM201636,2.261344,0
OVCAR-4,YM201636,2.300707,1
OVCAR-8,YM201636,0.864325,1
BxPC-3,YM201636,2.134226,2
BHT-101,YM201636,1.886078,3
Becker,YM201636,3.050611,3
BE-13,YM201636,0.30608,3
ARH-77,YM201636,1.762147,3
AGS,YM201636,1.90241,0
ABC-1,YM201636,2.936042,1
A2058,YM201636,3.304255,3
A375,YM201636,2.280102,3
A253,YM201636,3.973667,3
8305C,YM201636,3.04481,3
647-V,YM201636,3.140318,3
639-V,YM201636,2.865898,3
BT-20,YM201636,2.895499,1
ACN,YM201636,4.043807,3
A2780,YM201636,1.120098,1
COR-L105,YM201636,1.10771,1
COR-L88,YM201636,2.197934,1
COLO-824,YM201636,2.487877,1
COLO-800,YM201636,2.511946,3
COLO-792,YM201636,3.958601,3
COLO-741,YM201636,2.344946,0
COLO-680N,YM201636,4.698269,0
COLO-679,YM201636,3.09671,3
CHP-212,YM201636,3.704257,3
CFPAC-1,YM201636,2.810151,2
CCF-STTG1,YM201636,4.332433,3
Ca-Ski,YM201636,0.711838,3
Caov-3,YM201636,2.261695,1
CAL-120,YM201636,2.390998,1
CAL-72,YM201636,4.699503,3
CAL-62,YM201636,2.735833,3
C32,YM201636,4.546977,3
Daudi,YM201636,1.356254,3
DB,YM201636,0.230158,3
Daoy,YM201636,2.410334,3
D-283MED,YM201636,4.113742,3
DBTRG-05MG,YM201636,3.105709,3
DEL,YM201636,2.658662,3
Detroit562,YM201636,2.80142,3
DG-75,YM201636,1.907219,3
DK-MG,YM201636,2.493006,3
DJM-1,YM201636,2.739485,3
DoTc2-4510,YM201636,2.50671,3
DU-4475,YM201636,1.306165,1
EB2,YM201636,0.661096,3
EB-3,YM201636,0.662452,3
ECC10,YM201636,3.358379,0
EFM-19,YM201636,1.052632,1
EFO-27,YM201636,3.235338,1
EGI-1,YM201636,3.332255,3
EM-2,YM201636,2.244048,3
EoL-1-cell,YM201636,0.945099,3
ETK-1,YM201636,1.149536,3
EVSA-T,YM201636,1.269216,1
FADU,YM201636,3.397277,3
FTC-133,YM201636,4.626267,3
G-361,YM201636,2.229257,3
GAMG,YM201636,1.861988,3
GCIY,YM201636,2.155356,0
GDM-1,YM201636,0.008338,3
GI-1,YM201636,1.861896,3
GI-ME-N,YM201636,1.524071,3
GMS-10,YM201636,3.992747,3
GOTO,YM201636,1.378413,3
GR-ST,YM201636,0.391152,3
GCT,YM201636,4.041524,3
ESS-1,YM201636,3.774354,3
H4,YM201636,3.352085,3
H9,YM201636,1.276833,3
HC-1,YM201636,1.054943,3
HCC1419,YM201636,2.697003,1
HCC1569,YM201636,1.929824,1
HCC1806,YM201636,2.45407,1
HCC70,YM201636,2.490039,1
HD-MY-Z,YM201636,-0.21107,3
HEC-1,YM201636,3.47725,3
HEL,YM201636,1.033655,3
HGC-27,YM201636,0.311756,0
HH,YM201636,-0.146748,3
HLE,YM201636,1.176543,2
HMV-II,YM201636,2.019724,3
HN,YM201636,4.038943,3
HOS,YM201636,3.371456,3
HSC-3,YM201636,3.054522,3
HSC-4,YM201636,4.878601,3
HT,YM201636,0.811457,3
HT-1080,YM201636,2.997191,3
HT-1197,YM201636,3.568261,3
HT-1376,YM201636,4.855411,3
HT-144,YM201636,2.395899,3
HT-3,YM201636,2.474508,3
HuCCT1,YM201636,2.088276,3
HuH-7,YM201636,4.256341,2
HuO9,YM201636,2.582313,3
HuTu-80,YM201636,1.410204,0
IGR-1,YM201636,1.257442,3
IMR-5,YM201636,1.067232,3
IPC-298,YM201636,2.326325,3
IST-MEL1,YM201636,1.806452,3
IST-MES1,YM201636,0.985658,3
JAR,YM201636,2.784002,3
JEG-3,YM201636,4.068903,3
JiyoyeP-2003,YM201636,1.921295,3
JVM-2,YM201636,1.984041,3
JVM-3,YM201636,2.596006,3
KALS-1,YM201636,2.990031,3
KARPAS-45,YM201636,0.888173,3
KARPAS-299,YM201636,1.022744,3
KARPAS-422,YM201636,1.939229,3
KE-37,YM201636,0.853663,3
KG-1,YM201636,0.912907,3
KINGS-1,YM201636,2.461038,3
KMOE-2,YM201636,0.522754,3
KMS-12-BM,YM201636,1.658938,3
KNS-42,YM201636,2.012821,3
HuP-T3,YM201636,2.337052,2
HuP-T4,YM201636,2.263012,2
HT55,YM201636,3.739402,0
HT-115,YM201636,4.057675,0
H-EMC-SS,YM201636,1.72897,3
GP5d,YM201636,1.163107,0
DMS-53,YM201636,4.696308,1
G-402,YM201636,1.553232,3
G-401,YM201636,2.252101,3
KY821,YM201636,3.361668,3
KU812,YM201636,-0.582162,3
KU-19-19,YM201636,4.248976,3
KS-1,YM201636,2.026069,3
KP-N-YN,YM201636,2.525331,3
KYSE-150,YM201636,3.288806,0
KYSE-180,YM201636,2.695711,0
KYSE-270,YM201636,1.818692,0
KYSE-450,YM201636,1.729843,0
KYSE-510,YM201636,2.353429,0
L-428,YM201636,3.042599,3
L-540,YM201636,3.30066,3
LAMA-84,YM201636,1.862167,3
LC-2-ad,YM201636,1.852136,1
LC4-1,YM201636,0.358212,3
LNCaP-Clone-FGC,YM201636,0.954694,1
LOUCY,YM201636,0.477221,3
LoVo,YM201636,3.255054,0
LP-1,YM201636,1.000073,3
LS-123,YM201636,3.819712,0
LS-411N,YM201636,1.759477,0
LS-513,YM201636,1.123749,0
LU-99A,YM201636,1.437176,1
MC116,YM201636,0.745883,3
MC-IXC,YM201636,1.519759,3
MDA-MB-175-VII,YM201636,2.478104,1
MDA-MB-361,YM201636,1.305873,1
MDA-MB-453,YM201636,1.06218,1
MDA-MB-468,YM201636,2.336733,1
MEL-JUSO,YM201636,2.672042,3
MEG-01,YM201636,2.526276,3
MES-SA,YM201636,3.796599,3
Mewo,YM201636,4.122696,3
MFE-280,YM201636,1.241232,3
MFE-296,YM201636,2.656913,3
MG-63,YM201636,4.655923,3
MHH-ES-1,YM201636,-0.20819,3
MHH-NB-11,YM201636,2.115686,3
MHH-PREB-1,YM201636,-0.602104,3
MKN1,YM201636,2.754194,0
MKN28,YM201636,2.666013,0
ML-2,YM201636,0.379509,3
MLMA,YM201636,-0.040102,3
MN-60,YM201636,2.063123,3
MOG-G-CCM,YM201636,1.613494,3
MOG-G-UVW,YM201636,2.831351,3
MOLT-13,YM201636,1.040276,3
MONO-MAC-6,YM201636,1.140785,3
Mo-T,YM201636,1.134596,3
MPP-89,YM201636,3.330372,3
MRK-nu-1,YM201636,1.23126,1
MSTO-211H,YM201636,4.073879,3
MV-4-11,YM201636,2.42263,3
NALM-6,YM201636,-0.582776,3
NAMALWA,YM201636,0.854242,3
NB69,YM201636,1.538089,3
NCI-H520,YM201636,-0.065134,1
NCI-SNU-1,YM201636,0.704245,0
NCI-SNU-5,YM201636,4.457929,0
NCI-SNU-16,YM201636,3.405259,0
NH-12,YM201636,0.730726,3
NKM-1,YM201636,0.160091,3
NMC-G1,YM201636,2.024801,3
no-11,YM201636,3.550239,3
NOMO-1,YM201636,1.700586,3
no-10,YM201636,3.413952,3
NUGC-3,YM201636,3.05329,0
NCI-H747,YM201636,1.83023,0
NCI-H716,YM201636,1.900145,0
NCI-H596,YM201636,2.857325,1
NCI-H441,YM201636,3.581159,1
NCI-H2452,YM201636,4.105118,3
NCI-H1793,YM201636,4.462328,1
NCI-H358,YM201636,2.010176,1
NCI-H1155,YM201636,1.445361,1
NCI-H1436,YM201636,2.347111,1
NCI-H28,YM201636,3.292457,3
NCI-H1581,YM201636,1.929525,1
NCI-H1573,YM201636,2.260101,1
NCI-H1666,YM201636,2.524169,1
NCI-H1703,YM201636,2.372325,1
NCI-H1755,YM201636,-0.056435,1
NCI-H1993,YM201636,1.762541,1
NCI-H2081,YM201636,4.746662,1
NCI-H2196,YM201636,0.735528,1
NCI-H630,YM201636,2.461733,0
NCI-H524,YM201636,3.968725,1
NCI-H748,YM201636,2.963078,1
ONS-76,YM201636,2.643716,3
OPM-2,YM201636,0.957028,3
OS-RC-2,YM201636,2.925722,2
P12-ICHIKAWA,YM201636,1.392911,3
P30-OHK,YM201636,-0.656176,3
P31-FUJ,YM201636,2.870876,3
PA-1,YM201636,1.040651,1
OCUB-M,YM201636,1.780067,1
OC-314,YM201636,2.207771,1
PF-382,YM201636,0.672603,3
Raji,YM201636,2.226353,3
RCM-1,YM201636,4.956161,0
RD,YM201636,1.740393,3
REH,YM201636,0.897467,3
RF-48,YM201636,0.70395,0
RKO,YM201636,1.688844,0
RMG-I,YM201636,2.748712,1
RPMI-2650,YM201636,1.125752,3
RPMI-6666,YM201636,1.318792,3
RPMI-8402,YM201636,0.146472,3
RS4-11,YM201636,9.7e-05,3
RT-112,YM201636,2.261068,3
RVH-421,YM201636,1.39886,3
Saos-2,YM201636,5.340664,3
SAS,YM201636,3.069532,3
SCC-9,YM201636,1.327301,3
SCH,YM201636,4.713545,0
SF126,YM201636,2.609183,3
SH-4,YM201636,1.604531,3
SIG-M5,YM201636,-0.308931,3
SJRH30,YM201636,4.348675,3
SJSA-1,YM201636,3.771706,3
SK-CO-1,YM201636,1.449103,0
SK-HEP-1,YM201636,3.05191,2
SK-LMS-1,YM201636,1.68045,3
SK-LU-1,YM201636,2.416468,1
SK-MEL-1,YM201636,2.393453,3
SK-MEL-3,YM201636,0.998552,3
SK-MEL-24,YM201636,1.166171,3
SK-MEL-30,YM201636,2.278776,3
SK-MES-1,YM201636,3.548693,1
SK-MG-1,YM201636,2.303392,3
SK-NEP-1,YM201636,1.965381,2
SK-PN-DW,YM201636,1.186358,3
SK-UT-1,YM201636,1.519808,3
SNG-M,YM201636,1.752451,3
SNU-387,YM201636,2.342931,2
SNU-423,YM201636,2.701008,2
SNU-449,YM201636,2.755708,2
SNU-475,YM201636,0.523795,2
SNU-C2B,YM201636,2.72718,0
SU-DHL-1,YM201636,1.461756,3
SUP-T1,YM201636,1.512219,3
SW13,YM201636,4.346794,3
SW1088,YM201636,3.020125,3
SW1116,YM201636,5.506571,0
SW1417,YM201636,3.373795,0
SW1463,YM201636,5.961782,0
SW1710,YM201636,0.792113,3
SW1783,YM201636,3.66473,3
SW48,YM201636,2.965958,0
SW626,YM201636,2.750776,1
SW684,YM201636,5.608862,3
SW837,YM201636,3.506841,0
SW872,YM201636,2.319825,3
SW948,YM201636,3.418996,0
SW962,YM201636,1.333094,3
SW982,YM201636,2.613682,3
T84,YM201636,1.792968,0
TALL-1,YM201636,3.406741,3
TGBC1TKB,YM201636,3.06445,3
TGBC11TKB,YM201636,1.332689,0
THP-1,YM201636,1.584881,3
TUR,YM201636,0.856714,3
TYK-nu,YM201636,1.817277,1
U-2-OS,YM201636,4.448429,3
U-698-M,YM201636,0.572163,3
UACC-893,YM201636,2.331843,1
UMC-11,YM201636,1.465205,1
VM-CUB-1,YM201636,4.175966,3
VMRC-RCZ,YM201636,2.758675,2
WM-115,YM201636,-0.339138,3
WSU-NHL,YM201636,1.03598,3
YAPC,YM201636,4.03015,2
YH-13,YM201636,0.95332,3
RCC10RGB,YM201636,3.459298,2
KURAMOCHI,YM201636,1.943722,1
KM-H2,YM201636,2.168745,3
HuO-3N1,YM201636,3.649375,3
OE19,YM201636,4.383418,0
NCI-H838,YM201636,2.05916,1
Ramos-2G6-4C10,YM201636,1.693184,3
RPMI-8866,YM201636,0.503483,3
QIMR-WIL,YM201636,0.719572,3
PSN1,YM201636,1.466291,2
OAW-42,YM201636,3.83319,1
OE33,YM201636,1.035391,0
CW-2,YM201636,2.860364,0
CMK,YM201636,1.015942,3
CHP-126,YM201636,1.826191,3
CGTH-W-1,YM201636,1.935777,3
COLO-320-HSR,YM201636,0.693291,0
ATN-1,YM201636,1.179175,3
CESS,YM201636,-0.18717,3
COLO-678,YM201636,4.103067,0
COLO-684,YM201636,0.49281,3
COLO-668,YM201636,2.319007,1
LN-405,YM201636,3.4116,3
TGBC24TKB,YM201636,1.739159,3
A388,YM201636,2.816998,3
BFTC-909,YM201636,2.661753,2
C2BBe1,YM201636,2.468,0
SCC-25,YM201636,1.303958,3
AsPC-1,YM201636,2.409476,2
CA46,YM201636,0.085784,3
AU565,YM201636,1.162355,1
BL-41,YM201636,0.296167,3
BL-70,YM201636,1.183852,3
BV-173,YM201636,1.888503,3
IA-LM,YM201636,4.420645,1
TGW,YM201636,1.398038,3
AN3-CA,YM201636,1.82698,3
A204,YM201636,1.633074,3
NY,YM201636,3.959775,3
C3A,YM201636,4.548407,2
A427,YM201636,2.423148,1
CAL-85-1,YM201636,2.344294,1
CHL-1,YM201636,0.596632,3
RL,YM201636,0.466887,3
NCI-H1651,YM201636,4.530809,1
RPMI-7951,YM201636,1.900471,3
SCC-4,YM201636,3.519855,3
SNU-C1,YM201636,4.048787,0
ST486,YM201636,-0.501092,3
SW1990,YM201636,4.84001,2
UACC-812,YM201636,2.745934,1
SCC-15,YM201636,3.438644,3
Capan-2,YM201636,4.047905,2
CAL-27,YM201636,2.942774,3
BC-3,YM201636,1.11713,3
BC-1,YM201636,1.23303,3
A704,YM201636,2.088387,2
A101D,YM201636,2.164076,3
769-P,YM201636,1.547854,2
23132-87,YM201636,1.01991,0
A431,YM201636,1.934139,3
BFTC-905,YM201636,2.828306,3
CAL-51,YM201636,3.78232,1
SCC-3,YM201636,1.592785,3
RERF-LC-MS,YM201636,2.149869,1
GAK,YM201636,1.706392,3
AM-38,YM201636,0.723157,3
A4-Fuk,YM201636,2.181236,3
A3-KAW,YM201636,1.254098,3
DOK,YM201636,5.133409,3
COR-L279,YM201636,2.006978,1
CHP-134,YM201636,1.798961,3
NEC8,YM201636,1.165664,3
CAS-1,YM201636,1.883328,3
ALL-PO,YM201636,-0.128523,3
S-117,YM201636,3.990724,3
OCI-AML2,YM201636,1.031619,3
MFM-223,YM201636,3.869944,1
CAL-54,YM201636,1.759072,2
EFO-21,YM201636,2.405046,1
LS-1034,YM201636,1.56021,0
22RV1,YM201636,1.307064,1
8505C,YM201636,1.856803,3
BCPAP,YM201636,1.912287,3
BPH-1,YM201636,2.08451,1
CAL-148,YM201636,1.973889,1
CAL-39,YM201636,3.846776,3
CaR-1,YM201636,3.715109,0
HDLM-2,YM201636,4.284317,3
HO-1-N-1,YM201636,2.954933,3
HTC-C3,YM201636,1.602072,3
KGN,YM201636,1.153428,1
KLE,YM201636,2.073126,3
KNS-81-FD,YM201636,3.379449,3
K5,YM201636,1.923351,3
L-363,YM201636,1.628852,3
MDA-MB-415,YM201636,4.212805,1
NCI-H1975,YM201636,1.930602,1
SW954,YM201636,1.197769,3
TE-441-T,YM201636,1.970784,3
MDA-MB-157,YM201636,2.581402,1
MMAC-SF,YM201636,4.432334,3
MKN45,YM201636,2.921907,0
NCI-H810,YM201636,1.842423,1
NBsusSR,YM201636,1.226402,3
MFH-ino,YM201636,3.606246,3
NOS-1,YM201636,1.030915,3
PANC-03-27,YM201636,2.588322,2
PANC-08-13,YM201636,2.133078,2
PANC-10-05,YM201636,2.408685,2
RL95-2,YM201636,1.729898,3
RO82-W-1,YM201636,4.91849,3
SiHa,YM201636,4.160347,3
SKG-IIIa,YM201636,5.039476,3
TT,YM201636,4.103605,3
VMRC-MELG,YM201636,3.92966,3
TE-9,YM201636,3.417071,0
TE-11,YM201636,1.922158,0
TE-6,YM201636,2.297525,0
TE-12,YM201636,2.185216,0
YT,YM201636,1.212481,3
BT-474,YM201636,1.755411,1
OAW-28,YM201636,1.92074,1
LCLC-97TM1,YM201636,1.670147,1
KP-N-YS,YM201636,1.806851,3
D-247MG,YM201636,4.142479,3
D-263MG,YM201636,3.685998,3
D-336MG,YM201636,1.685414,3
D-392MG,YM201636,2.43921,3
D-423MG,YM201636,2.072919,3
D-502MG,YM201636,3.218035,3
D-566MG,YM201636,2.174564,3
CAMA-1,YM201636,2.830655,1
CTB-1,YM201636,0.439964,3
Caov-4,YM201636,2.789707,1
BT-483,YM201636,2.943,1
M059J,YM201636,3.132477,3
HAL-01,YM201636,1.094593,3
OMC-1,YM201636,3.565072,3
ES8,YM201636,-0.079674,3
ES4,YM201636,0.27023,3
ES6,YM201636,1.885161,3
ES1,YM201636,-0.431663,3
EW-7,YM201636,-0.419151,3
EW-3,YM201636,0.157411,3
EW-1,YM201636,0.024344,3
EW-18,YM201636,0.497557,3
EW-16,YM201636,1.060053,3
EW-13,YM201636,0.501483,3
EW-24,YM201636,2.706516,3
LAN-6,YM201636,3.801272,3
NB10,YM201636,2.201116,3
NB12,YM201636,3.160037,3
NB6,YM201636,2.333755,3
NB7,YM201636,1.553344,3
NB17,YM201636,1.618753,3
NB5,YM201636,0.92968,3
NB13,YM201636,0.955497,3
NB14,YM201636,1.238296,3
NB1,YM201636,1.988529,3
RH-1,YM201636,-0.296189,3
MZ2-MEL,YM201636,0.761377,3
LS-180,YM201636,4.62309,0
BICR22,YM201636,4.528489,3
BICR78,YM201636,3.811278,3
CCK-81,YM201636,1.469316,0
COLO-783,YM201636,4.368319,3
EN,YM201636,1.775986,3
ES-2,YM201636,2.32685,1
FU-OV-1,YM201636,1.869285,1
G-MEL,YM201636,2.783792,3
H2591,YM201636,2.439727,3
H2595,YM201636,3.895563,3
H2731,YM201636,1.003321,3
H2803,YM201636,4.309887,3
H2804,YM201636,2.459985,3
H2869,YM201636,1.689757,3
H3118,YM201636,1.601989,3
H513,YM201636,1.218708,3
HARA,YM201636,2.241487,1
HCC-15,YM201636,4.01194,1
HCC-44,YM201636,1.623939,1
HCC-827,YM201636,4.071756,1
Hs746T,YM201636,3.773361,0
IGR-37,YM201636,0.874735,3
IHH-4,YM201636,3.443878,3
IM-95,YM201636,0.553981,0
JHH-2,YM201636,3.554313,2
JHH-4,YM201636,1.577022,2
JHH-6,YM201636,1.990874,2
JHH-7,YM201636,2.940083,2
JHU-011,YM201636,2.26955,3
JHU-022,YM201636,1.997106,3
KYM-1,YM201636,2.723468,3
KYSE-220,YM201636,2.45618,0
LN-18,YM201636,3.615013,3
LN-229,YM201636,3.070675,3
LNZTA3WT4,YM201636,2.97212,3
MCAS,YM201636,2.048964,1
MDA-MB-436,YM201636,2.573919,1
MDST8,YM201636,2.392444,0
MFE-319,YM201636,2.740596,3
ML-1,YM201636,1.985668,3
MS751,YM201636,3.327343,3
NB(TU)1-10,YM201636,1.053943,3
NCI-H1836,YM201636,3.788747,1
NCI-H1869,YM201636,2.924513,1
NCI-H1915,YM201636,3.035892,1
NCI-H1944,YM201636,1.02807,1
NCI-H196,YM201636,2.798822,1
NCI-H2023,YM201636,2.292688,1
NCI-H211,YM201636,1.032819,1
NCI-H3122,YM201636,2.651484,1
NCI-H647,YM201636,1.284186,1
NCI-H841,YM201636,1.955088,1
NCI-H847,YM201636,0.583811,1
OSC-20,YM201636,3.246835,3
OV-90,YM201636,2.209343,1
OVISE,YM201636,2.282223,1
OVKATE,YM201636,0.786986,1
OVMIU,YM201636,0.962267,1
PA-TU-8988T,YM201636,3.067302,2
PC-3_[JPC-3],YM201636,3.221005,1
PCI-15A,YM201636,3.864856,3
PCI-38,YM201636,1.771934,3
PCI-6A,YM201636,1.693579,3
PL18,YM201636,3.806075,2
RERF-GC-1B,YM201636,1.525242,0
RH-41,YM201636,3.402706,3
SISO,YM201636,2.212501,3
SKN,YM201636,1.690968,3
SNU-182,YM201636,1.597006,2
SNU-398,YM201636,0.559923,2
SU8686,YM201636,4.368345,2
SUIT-2,YM201636,1.548491,2
SW156,YM201636,2.53331,2
TC-71,YM201636,0.055213,3
TOV-21G,YM201636,3.315069,1
TT2609-C02,YM201636,1.569623,3
VMRC-RCW,YM201636,2.158362,2
WM278,YM201636,0.619376,3
SUP-B15,YM201636,0.735664,3
H3255,YM201636,2.53589,1
201T,YM201636,1.339877,1
451Lu,YM201636,2.596296,3
OCI-AML3,YM201636,1.093278,3
ASH-3,YM201636,4.355262,3
BICR10,YM201636,4.42161,3
BICR31,YM201636,3.743659,3
CAL-29,YM201636,1.874258,3
CAL-78,YM201636,3.28716,3
CHSA0011,YM201636,4.006401,3
CHSA0108,YM201636,3.891575,3
CL-11,YM201636,4.729217,0
CS1,YM201636,1.506503,3
DAN-G,YM201636,2.422378,2
EFM-192A,YM201636,1.122835,1
FU97,YM201636,1.324269,0
H2369,YM201636,2.43944,3
H2373,YM201636,3.292666,3
H2461,YM201636,3.156884,3
H2722,YM201636,3.818871,3
H2795,YM201636,1.08717,3
H2818,YM201636,4.543919,3
HCC1428,YM201636,4.132022,1
HCC202,YM201636,0.707522,1
HCC-56,YM201636,1.135721,0
HCC-78,YM201636,2.192291,1
HDQ-P1,YM201636,3.035488,1
ALL-SIL,YM201636,-0.312258,3
AMO-1,YM201636,0.610934,3
COR-L303,YM201636,1.568941,1
COR-L95,YM201636,2.477448,1
DND-41,YM201636,-0.315227,3
EJM,YM201636,1.64758,3
Farage,YM201636,-1.722766,3
HeLa,YM201636,3.318148,3
HPAC,YM201636,3.525262,2
huH-1,YM201636,4.985354,2
JHH-1,YM201636,0.931753,2
JIMT-1,YM201636,3.043262,1
K2,YM201636,3.722317,3
KMH-2,YM201636,3.912982,3
KMRC-1,YM201636,2.710368,2
KMRC-20,YM201636,4.091309,2
KON,YM201636,4.146402,3
KP-2,YM201636,3.605734,2
KP-3,YM201636,2.526412,2
KYSE-50,YM201636,1.984777,0
LC-1-sq,YM201636,3.970626,1
LOU-NH91,YM201636,3.272922,1
MCC26,YM201636,5.096716,3
NCI-H1435,YM201636,3.076044,1
NCI-H1568,YM201636,4.149651,1
NCI-H1688,YM201636,-0.39452,1
NCI-H1781,YM201636,4.337805,1
NCI-H2110,YM201636,0.101171,1
NCI-H2135,YM201636,1.658534,1
NCI-H2172,YM201636,0.859311,1
NCI-H2444,YM201636,3.986413,1
NUGC-4,YM201636,0.770696,0
OCUM-1,YM201636,4.700918,0
OE21,YM201636,3.180434,0
OSC-19,YM201636,2.628086,3
OUMS-23,YM201636,2.354754,0
